CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,STATUS
F,Y,Y,0,238500.0,Working,Secondary / secondary special,Married,Rented apartment,-15423,-4003,1,0,0,0,Laborers,2.0,0
F,Y,Y,0,238500.0,Working,Secondary / secondary special,Married,Rented apartment,-15423,-4003,1,0,0,0,Laborers,2.0,0
F,Y,Y,0,238500.0,Working,Secondary / secondary special,Married,Rented apartment,-15423,-4003,1,0,0,0,Laborers,2.0,0
F,N,Y,1,105750.0,Working,Secondary / secondary special,Married,With parents,-12753,-1386,1,0,0,0,Cleaning staff,3.0,0
M,Y,N,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-14494,-747,1,0,0,1,Laborers,2.0,0
M,Y,N,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-14494,-747,1,0,0,1,Laborers,2.0,0
M,Y,N,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-14494,-747,1,0,0,1,Laborers,2.0,0
F,N,Y,1,180000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-13467,-3850,1,0,1,0,Medicine staff,2.0,0
F,N,Y,1,180000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-13467,-3850,1,0,1,0,Medicine staff,2.0,0
F,N,Y,1,180000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-13467,-3850,1,0,1,0,Medicine staff,2.0,0
F,N,Y,1,180000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-13467,-3850,1,0,1,0,Medicine staff,2.0,0
F,N,Y,1,180000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-13467,-3850,1,0,1,0,Medicine staff,2.0,1
F,N,Y,1,180000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-13467,-3850,1,0,1,0,Medicine staff,2.0,0
F,N,Y,1,180000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-13467,-3850,1,0,1,0,Medicine staff,2.0,0
F,N,Y,1,180000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-13467,-3850,1,0,1,0,Medicine staff,2.0,0
F,N,Y,1,180000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-13467,-3850,1,0,1,0,Medicine staff,2.0,0
F,N,Y,1,180000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-13467,-3850,1,0,1,0,Medicine staff,2.0,1
F,N,Y,1,180000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-13467,-3850,1,0,1,0,Medicine staff,2.0,0
F,Y,Y,1,99000.0,Working,Secondary / secondary special,Married,House / apartment,-12804,-382,1,1,1,0,Other,3.0,0
F,Y,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,-16137,-9391,1,0,1,0,Laborers,2.0,0
F,Y,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,-16137,-9391,1,0,1,0,Laborers,2.0,0
F,Y,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,-16137,-9391,1,0,1,0,Laborers,2.0,0
F,Y,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,-16137,-9391,1,0,1,0,Laborers,2.0,0
F,Y,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,-16137,-9391,1,0,1,0,Laborers,2.0,0
F,Y,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,-16137,-9391,1,0,1,0,Laborers,2.0,0
F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14852,-502,1,0,0,0,Laborers,3.0,0
F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14852,-502,1,0,0,0,Laborers,3.0,0
F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14852,-502,1,0,0,0,Laborers,3.0,0
F,Y,N,1,157500.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-11307,-1325,1,0,0,0,Sales staff,3.0,1
F,Y,N,1,157500.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-11307,-1325,1,0,0,0,Sales staff,3.0,0
M,N,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-8793,-1051,1,0,0,0,Drivers,2.0,0
M,N,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-8793,-1051,1,0,0,0,Drivers,2.0,0
M,N,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-8793,-1051,1,0,0,0,Drivers,2.0,0
F,N,Y,0,126000.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-10418,-2024,1,1,1,0,Laborers,2.0,1
F,N,Y,0,135000.0,State servant,Incomplete higher,Single / not married,With parents,-9873,-2086,1,0,1,1,Other,1.0,1
F,N,Y,0,135000.0,State servant,Incomplete higher,Single / not married,With parents,-9873,-2086,1,0,1,1,Other,1.0,0
F,N,Y,0,135000.0,State servant,Incomplete higher,Single / not married,With parents,-9873,-2086,1,0,1,1,Other,1.0,0
F,N,Y,0,135000.0,State servant,Incomplete higher,Single / not married,With parents,-9873,-2086,1,0,1,1,Other,1.0,0
F,N,Y,0,135000.0,State servant,Incomplete higher,Single / not married,With parents,-9873,-2086,1,0,1,1,Other,1.0,0
F,N,Y,0,135000.0,State servant,Incomplete higher,Single / not married,With parents,-9873,-2086,1,0,1,1,Other,1.0,0
F,N,Y,0,135000.0,State servant,Incomplete higher,Single / not married,With parents,-9873,-2086,1,0,1,1,Other,1.0,0
F,N,N,0,202500.0,State servant,Secondary / secondary special,Civil marriage,Municipal apartment,-12212,-4459,1,0,0,0,Other,2.0,0
F,N,N,0,202500.0,State servant,Secondary / secondary special,Civil marriage,Municipal apartment,-12212,-4459,1,0,0,0,Other,2.0,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19973,-5311,1,0,0,0,Sales staff,2.0,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19973,-5311,1,0,0,0,Sales staff,2.0,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19973,-5311,1,0,0,0,Sales staff,2.0,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19973,-5311,1,0,0,0,Sales staff,2.0,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19973,-5311,1,0,0,0,Sales staff,2.0,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19973,-5311,1,0,0,0,Sales staff,2.0,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19973,-5311,1,0,0,0,Sales staff,2.0,0
F,N,Y,0,103500.0,Commercial associate,Higher education,Married,House / apartment,-18826,-837,1,0,0,0,Cleaning staff,2.0,0
F,N,Y,0,103500.0,Commercial associate,Higher education,Married,House / apartment,-18826,-837,1,0,0,0,Cleaning staff,2.0,0
F,N,Y,0,103500.0,Commercial associate,Higher education,Married,House / apartment,-18826,-837,1,0,0,0,Cleaning staff,2.0,0
F,N,Y,0,103500.0,Commercial associate,Higher education,Married,House / apartment,-18826,-837,1,0,0,0,Cleaning staff,2.0,0
F,N,Y,0,103500.0,Commercial associate,Higher education,Married,House / apartment,-18826,-837,1,0,0,0,Cleaning staff,2.0,0
M,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-17348,-2420,1,0,0,0,Managers,2.0,0
M,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-17348,-2420,1,0,0,0,Managers,2.0,0
M,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-17348,-2420,1,0,0,0,Managers,2.0,0
M,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-17348,-2420,1,0,0,0,Managers,2.0,0
M,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-17348,-2420,1,0,0,0,Managers,2.0,0
F,N,Y,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-12387,-1325,1,0,1,1,Medicine staff,2.0,1
F,N,Y,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-12387,-1325,1,0,1,1,Medicine staff,2.0,0
F,N,Y,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-12387,-1325,1,0,1,1,Medicine staff,2.0,0
F,N,Y,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-12387,-1325,1,0,1,1,Medicine staff,2.0,0
F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19121,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19121,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19121,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19121,365243,1,0,0,0,Other,2.0,0
F,Y,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-16939,-1081,1,0,0,0,Sales staff,2.0,0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21863,365243,1,0,0,0,Other,1.0,1
M,Y,Y,1,360000.0,Working,Higher education,Married,House / apartment,-16250,-747,1,0,0,0,Managers,3.0,0
M,Y,Y,1,360000.0,Working,Higher education,Married,House / apartment,-16250,-747,1,0,0,0,Managers,3.0,0
M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14923,-5434,1,1,1,0,Other,4.0,0
M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14923,-5434,1,1,1,0,Other,4.0,0
M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14923,-5434,1,1,1,0,Other,4.0,0
M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9177,-229,1,0,0,0,Laborers,1.0,0
M,Y,N,0,112500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-9525,-1843,1,0,0,0,Laborers,1.0,0
M,Y,N,0,112500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-9525,-1843,1,0,0,0,Laborers,1.0,1
M,Y,N,0,112500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-9525,-1843,1,0,0,0,Laborers,1.0,1
F,Y,Y,2,121500.0,Working,Secondary / secondary special,Married,House / apartment,-14280,-533,1,0,0,0,Sales staff,4.0,0
F,N,Y,2,90000.0,State servant,Secondary / secondary special,Married,With parents,-12989,-6195,1,0,0,0,Drivers,4.0,0
F,N,Y,2,90000.0,State servant,Secondary / secondary special,Married,With parents,-12989,-6195,1,0,0,0,Drivers,4.0,0
F,N,Y,2,90000.0,State servant,Secondary / secondary special,Married,With parents,-12989,-6195,1,0,0,0,Drivers,4.0,0
F,N,Y,2,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-13716,-1325,1,0,0,0,Laborers,3.0,0
F,N,Y,2,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-13716,-1325,1,0,0,0,Laborers,3.0,0
F,N,Y,2,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-13716,-1325,1,0,0,0,Laborers,3.0,0
F,N,Y,0,117000.0,Pensioner,Higher education,Married,House / apartment,-18009,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,117000.0,Pensioner,Higher education,Married,House / apartment,-18009,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,117000.0,Pensioner,Higher education,Married,House / apartment,-18009,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,117000.0,Pensioner,Higher education,Married,House / apartment,-18009,365243,1,0,0,0,Other,2.0,0
F,N,N,0,171000.0,Working,Secondary / secondary special,Married,Municipal apartment,-18720,-1994,1,1,0,1,Sales staff,2.0,0
F,N,N,0,171000.0,Working,Secondary / secondary special,Married,Municipal apartment,-18720,-1994,1,1,0,1,Sales staff,2.0,0
F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-9540,-959,1,0,0,1,Laborers,3.0,1
F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-9540,-959,1,0,0,1,Laborers,3.0,0
F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-9540,-959,1,0,0,1,Laborers,3.0,1
F,Y,Y,1,391500.0,Commercial associate,Higher education,Married,House / apartment,-17423,-472,1,0,1,0,Managers,3.0,0
F,Y,Y,1,391500.0,Commercial associate,Higher education,Married,House / apartment,-17423,-472,1,0,1,0,Managers,3.0,0
F,Y,Y,1,391500.0,Commercial associate,Higher education,Married,House / apartment,-17423,-472,1,0,1,0,Managers,3.0,0
F,Y,Y,1,391500.0,Commercial associate,Higher education,Married,House / apartment,-17423,-472,1,0,1,0,Managers,3.0,0
F,Y,Y,1,391500.0,Commercial associate,Higher education,Married,House / apartment,-17423,-472,1,0,1,0,Managers,3.0,0
F,Y,Y,1,391500.0,Commercial associate,Higher education,Married,House / apartment,-17423,-472,1,0,1,0,Managers,3.0,0
F,Y,Y,1,391500.0,Commercial associate,Higher education,Married,House / apartment,-17423,-472,1,0,1,0,Managers,3.0,0
F,Y,Y,1,391500.0,Commercial associate,Higher education,Married,House / apartment,-17423,-472,1,0,1,0,Managers,3.0,0
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15941,-5830,1,0,0,0,Managers,2.0,0
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15941,-5830,1,0,0,0,Managers,2.0,0
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15941,-5830,1,0,0,0,Managers,2.0,0
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15941,-5830,1,0,0,0,Managers,2.0,0
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15941,-5830,1,0,0,0,Managers,2.0,0
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15941,-5830,1,0,0,0,Managers,2.0,0
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15941,-5830,1,0,0,0,Managers,2.0,0
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15941,-5830,1,0,0,0,Managers,2.0,0
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15941,-5830,1,0,0,0,Managers,2.0,0
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15941,-5830,1,0,0,0,Managers,2.0,0
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15941,-5830,1,0,0,0,Managers,2.0,0
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15941,-5830,1,0,0,0,Managers,2.0,0
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15941,-5830,1,0,0,0,Managers,2.0,0
M,N,N,0,265500.0,State servant,Higher education,Single / not married,With parents,-10361,-472,1,0,0,0,Core staff,1.0,1
F,N,Y,0,126000.0,Working,Higher education,Married,House / apartment,-17871,-959,1,0,0,0,Core staff,2.0,0
F,N,Y,0,126000.0,Working,Higher education,Married,House / apartment,-17871,-959,1,0,0,0,Core staff,2.0,0
F,N,Y,0,126000.0,Working,Higher education,Married,House / apartment,-17871,-959,1,0,0,0,Core staff,2.0,0
F,N,Y,0,126000.0,Working,Higher education,Married,House / apartment,-17871,-959,1,0,0,0,Core staff,2.0,0
F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15662,-2694,1,0,0,0,Sales staff,2.0,0
F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15662,-2694,1,0,0,0,Sales staff,2.0,0
F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15662,-2694,1,0,0,0,Sales staff,2.0,0
F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15662,-2694,1,0,0,0,Sales staff,2.0,0
F,N,Y,1,252000.0,State servant,Higher education,Single / not married,House / apartment,-15978,-2389,1,0,0,1,Core staff,2.0,0
F,N,Y,1,252000.0,State servant,Higher education,Single / not married,House / apartment,-15978,-2389,1,0,0,1,Core staff,2.0,0
F,N,Y,1,252000.0,State servant,Higher education,Single / not married,House / apartment,-15978,-2389,1,0,0,1,Core staff,2.0,0
F,N,Y,1,252000.0,State servant,Higher education,Single / not married,House / apartment,-15978,-2389,1,0,0,1,Core staff,2.0,0
F,N,Y,1,252000.0,State servant,Higher education,Single / not married,House / apartment,-15978,-2389,1,0,0,1,Core staff,2.0,0
F,N,Y,1,252000.0,State servant,Higher education,Single / not married,House / apartment,-15978,-2389,1,0,0,1,Core staff,2.0,0
F,N,Y,1,252000.0,State servant,Higher education,Single / not married,House / apartment,-15978,-2389,1,0,0,1,Core staff,2.0,0
F,N,Y,1,252000.0,State servant,Higher education,Single / not married,House / apartment,-15978,-2389,1,0,0,1,Core staff,2.0,0
F,N,N,0,450000.0,Working,Secondary / secondary special,Married,House / apartment,-18826,-686,1,0,0,0,Laborers,2.0,0
F,N,N,0,450000.0,Working,Secondary / secondary special,Married,House / apartment,-18826,-686,1,0,0,0,Laborers,2.0,0
F,N,N,0,450000.0,Working,Secondary / secondary special,Married,House / apartment,-18826,-686,1,0,0,0,Laborers,2.0,0
F,N,N,0,450000.0,Working,Secondary / secondary special,Married,House / apartment,-18826,-686,1,0,0,0,Laborers,2.0,0
F,N,N,0,450000.0,Working,Secondary / secondary special,Married,House / apartment,-18826,-686,1,0,0,0,Laborers,2.0,0
F,N,N,0,450000.0,Working,Secondary / secondary special,Married,House / apartment,-18826,-686,1,0,0,0,Laborers,2.0,0
F,N,N,0,450000.0,Working,Secondary / secondary special,Married,House / apartment,-18826,-686,1,0,0,0,Laborers,2.0,0
F,N,N,0,450000.0,Working,Secondary / secondary special,Married,House / apartment,-18826,-686,1,0,0,0,Laborers,2.0,0
F,N,N,0,450000.0,Working,Secondary / secondary special,Married,House / apartment,-18826,-686,1,0,0,0,Laborers,2.0,0
F,N,N,0,450000.0,Working,Secondary / secondary special,Married,House / apartment,-18826,-686,1,0,0,0,Laborers,2.0,0
F,N,N,0,450000.0,Working,Secondary / secondary special,Married,House / apartment,-18826,-686,1,0,0,0,Laborers,2.0,0
F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,-22228,-686,1,1,1,0,High skill tech staff,2.0,0
F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,-22228,-686,1,1,1,0,High skill tech staff,2.0,0
F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,-22228,-686,1,1,1,0,High skill tech staff,2.0,0
F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,-22228,-686,1,1,1,0,High skill tech staff,2.0,0
F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,-22228,-686,1,1,1,0,High skill tech staff,2.0,0
F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,-22228,-686,1,1,1,0,High skill tech staff,2.0,0
F,N,Y,1,67500.0,Commercial associate,Higher education,Married,House / apartment,-10784,-2512,1,0,0,0,Core staff,3.0,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14279,-2939,1,0,0,0,Sales staff,1.0,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14279,-2939,1,0,0,0,Sales staff,1.0,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14279,-2939,1,0,0,0,Sales staff,1.0,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14279,-2939,1,0,0,0,Sales staff,1.0,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14279,-2939,1,0,0,0,Sales staff,1.0,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14279,-2939,1,0,0,0,Sales staff,1.0,1
F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14279,-2939,1,0,0,0,Sales staff,1.0,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14279,-2939,1,0,0,0,Sales staff,1.0,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14279,-2939,1,0,0,0,Sales staff,1.0,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14279,-2939,1,0,0,0,Sales staff,1.0,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14279,-2939,1,0,0,0,Sales staff,1.0,1
F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14279,-2939,1,0,0,0,Sales staff,1.0,1
F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14279,-2939,1,0,0,0,Sales staff,1.0,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14279,-2939,1,0,0,0,Sales staff,1.0,0
F,Y,N,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-21670,-747,1,0,0,0,Laborers,2.0,0
F,Y,N,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-21670,-747,1,0,0,0,Laborers,2.0,0
F,N,Y,1,405000.0,State servant,Higher education,Married,House / apartment,-12732,-4520,1,0,0,0,Core staff,3.0,0
F,N,Y,1,405000.0,State servant,Higher education,Married,House / apartment,-12732,-4520,1,0,0,0,Core staff,3.0,0
F,N,Y,1,405000.0,State servant,Higher education,Married,House / apartment,-12732,-4520,1,0,0,0,Core staff,3.0,1
F,N,Y,1,405000.0,State servant,Higher education,Married,House / apartment,-12732,-4520,1,0,0,0,Core staff,3.0,1
F,N,Y,1,405000.0,State servant,Higher education,Married,House / apartment,-12732,-4520,1,0,0,0,Core staff,3.0,0
F,N,Y,1,405000.0,State servant,Higher education,Married,House / apartment,-12732,-4520,1,0,0,0,Core staff,3.0,0
F,N,Y,1,405000.0,State servant,Higher education,Married,House / apartment,-12732,-4520,1,0,0,0,Core staff,3.0,0
F,N,Y,1,405000.0,State servant,Higher education,Married,House / apartment,-12732,-4520,1,0,0,0,Core staff,3.0,0
F,N,Y,1,405000.0,State servant,Higher education,Married,House / apartment,-12732,-4520,1,0,0,0,Core staff,3.0,0
F,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-16805,-806,1,0,0,0,Other,2.0,0
F,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-16805,-806,1,0,0,0,Other,2.0,0
F,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-16805,-806,1,0,0,0,Other,2.0,0
F,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-16805,-806,1,0,0,0,Other,2.0,0
F,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-16805,-806,1,0,0,0,Other,2.0,0
F,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-16805,-806,1,0,0,0,Other,2.0,0
M,Y,Y,0,220500.0,Working,Secondary / secondary special,Married,House / apartment,-11423,-441,1,1,0,0,Drivers,2.0,0
M,Y,Y,0,220500.0,Working,Secondary / secondary special,Married,House / apartment,-11423,-441,1,1,0,0,Drivers,2.0,0
M,Y,Y,0,220500.0,Working,Secondary / secondary special,Married,House / apartment,-11423,-441,1,1,0,0,Drivers,2.0,0
M,Y,Y,0,220500.0,Working,Secondary / secondary special,Married,House / apartment,-11423,-441,1,1,0,0,Drivers,2.0,0
M,Y,Y,1,225000.0,Working,Higher education,Separated,Municipal apartment,-17205,-2055,1,0,1,0,Security staff,2.0,0
M,Y,Y,1,225000.0,Working,Higher education,Separated,Municipal apartment,-17205,-2055,1,0,1,0,Security staff,2.0,0
M,Y,Y,1,225000.0,Working,Higher education,Separated,Municipal apartment,-17205,-2055,1,0,1,0,Security staff,2.0,1
M,Y,Y,1,225000.0,Working,Higher education,Separated,Municipal apartment,-17205,-2055,1,0,1,0,Security staff,2.0,0
M,Y,Y,1,225000.0,Working,Higher education,Separated,Municipal apartment,-17205,-2055,1,0,1,0,Security staff,2.0,0
M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14450,-3243,1,0,0,0,Other,3.0,0
M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14450,-3243,1,0,0,0,Other,3.0,0
M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14450,-3243,1,0,0,0,Other,3.0,1
M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14450,-3243,1,0,0,0,Other,3.0,0
M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14450,-3243,1,0,0,0,Other,3.0,0
M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14450,-3243,1,0,0,0,Other,3.0,0
M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14450,-3243,1,0,0,0,Other,3.0,1
M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14450,-3243,1,0,0,0,Other,3.0,0
M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14450,-3243,1,0,0,0,Other,3.0,1
M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14450,-3243,1,0,0,0,Other,3.0,0
M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14450,-3243,1,0,0,0,Other,3.0,0
M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14450,-3243,1,0,0,0,Other,3.0,0
M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14450,-3243,1,0,0,0,Other,3.0,0
M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14450,-3243,1,0,0,0,Other,3.0,0
M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14450,-3243,1,0,0,0,Other,3.0,0
M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14450,-3243,1,0,0,0,Other,3.0,0
M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14450,-3243,1,0,0,0,Other,3.0,0
M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14450,-3243,1,0,0,0,Other,3.0,1
M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14450,-3243,1,0,0,0,Other,3.0,0
M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14450,-3243,1,0,0,0,Other,3.0,0
F,Y,Y,3,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9749,-1356,1,1,0,0,Cleaning staff,5.0,0
F,Y,Y,3,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9749,-1356,1,1,0,0,Cleaning staff,5.0,0
F,Y,Y,3,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9749,-1356,1,1,0,0,Cleaning staff,5.0,0
M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,-12784,-1537,1,0,0,0,Drivers,1.0,0
M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,-12784,-1537,1,0,0,0,Drivers,1.0,0
